Sentence_id,Word,Label
5,loss,I-C
6,sudden,I-E
6,turn,I-E
9,accident,I-E
11,power,B-C
11,steering,I-C
11,issue,I-C
17,loss,I-C
18,update,I-C
19,failure,I-E
23,rain,I-C
23,initial,B-C
24,light,I-C
24,rain,I-C
25,failure,I-C
27,fatal,B-E
27,crash,I-E
29,failure,I-E
29,leaking,B-C
29,loss,I-C
30,experienced,B-E
30,loss,I-E
32,dangerous,B-C
32,loss,I-C
33,failure,I-C
34,clicking,I-E
34,multiple,B-C
34,makes,B-E
34,clicking,I-E
34,sound,I-E
35,terrible,B-C
35,accident,I-C
35,loss,I-E
36,snow,I-C
37,unwanted,B-E
37,lane,I-E
37,change,I-E
37,grinding,I-E
39,problem,I-C
47,hazard,I-E
48,electrical,I-C
48,problem,I-C
48,loss,I-E
49,end,B-E
58,multiple,B-C
59,incident,I-C
61,grinding,I-C
61,sound,I-E
67,traffic,I-C
68,small,B-E
69,investigation,I-C
72,heavy,I-C
72,rain,I-C
72,small,B-E
72,sudden,B-C
72,rain,I-C
72,cause,B-E
74,start,I-C
75,loss,I-E
78,start,I-C
81,noise,I-E
82,investigation,I-C
82,recall,I-E
85,not,B-C
86,end,B-E
86,collision,I-E
86,sudden,B-C
86,application,I-C
87,acceleration,I-C
92,failure,I-E
93,diagnosis,I-C
111,software,I-C
112,failure,I-E
113,failure,I-E
114,failure,I-C
116,issue,I-C
118,collision,B-E
119,issue,I-C
122,failure,I-C
123,recall,I-E
123,issue,I-C
127,accident,I-C
130,failure,I-C
131,hard,B-C
131,steering,I-C
133,crash,I-E
134,emergency,I-C
141,cause,B-E
141,damage,I-E
141,damage,I-E
142,failure,I-C
143,acceleration,I-C
144,issue,I-C
144,accident,I-E
148,sound,I-E
150,acceleration,I-C
150,accident,I-C
152,starting,I-C
152,force,I-C
153,safety,B-E
154,automatic,B-C
154,braking,I-C
154,cause,B-E
155,fear,I-E
156,near,I-E
156,misses,I-E
156,abs,I-C
157,rubbing,I-C
157,sound,I-E
157,failure,I-C
158,failure,I-C
161,increased,B-E
161,force,I-E
162,failure,I-C
162,vehicle,B-E
163,system,I-C
165,alarm,I-E
170,total,B-E
170,failure,I-E
172,failure,I-C
175,sudden,I-C
175,loss,I-C
176,problem,I-E
180,wind,I-C
181,failure,I-C
182,temporary,B-E
182,loss,I-E
182,concern,I-E
183,impact,I-E
183,near,B-C
183,accident,I-C
186,speed,I-C
186,minor,B-E
186,body,I-E
186,damage,I-E
188,failure,I-C
188,failure,I-C
190,crash,I-E
191,failure,I-C
192,fueling,I-C
198,road,I-C
201,noise,I-E
204,problem,I-C
206,steering,B-C
216,sudden,B-E
216,braking,I-C
225,danger,I-E
226,obstruction,B-C
232,crash,I-E
232,failure,I-E
232,steering,I-C
235,failure,I-C
236,issues,I-E
239,made,B-E
239,noise,I-E
244,failure,I-C
244,loss,I-E
250,research,I-C
251,dangerous,I-E
251,driving,I-E
251,situation,I-E
252,problems,I-E
253,electric,I-C
253,power,I-C
253,steering,I-C
253,system,I-C
253,fault,I-C
255,failure,I-E
255,software,I-C
255,failure,I-C
257,recall,I-E
270,recall,I-E
272,sudden,B-E
277,failure,I-C
277,failure,I-C
280,failure,I-E
281,imminent,B-E
281,collision,I-E
283,sudden,B-E
286,failure,I-C
288,failure,I-C
290,failure,I-C
291,loud,B-E
292,delay,I-E
293,forward,B-C
293,collision,I-C
293,system,I-C
293,failure,I-E
294,failure,I-C
294,stress,I-C
295,metal,B-C
295,risk,I-E
301,force,I-C
306,failure,I-C
306,failure,I-C
308,failure,I-C
309,sudden,B-E
309,loud,I-E
311,emergency,I-C
311,impact,I-C
311,unknown,B-C
311,injuries,I-C
313,failure,I-C
320,loss,I-C
320,failure,I-C
320,current,B-C
333,accident,I-E
334,issue,I-C
335,failure,I-C
336,sound,I-E
338,warning,B-E
340,failure,I-C
342,steering,B-C
343,failure,I-C
345,law,B-E
345,suit,I-E
349,sudden,I-C
349,loss,I-C
350,failure,I-E
358,loss,B-C
359,failure,I-C
359,failure,I-C
360,safety,I-C
365,noise,I-E
374,power,B-C
374,steering,I-C
374,assist,I-C
374,fault,I-C
377,problem,I-C
382,failure,I-C
383,failure,I-C
387,loss,I-C
387,steering,I-C
395,causing,B-E
395,collision,I-E
399,corrosion,I-C
399,failure,I-C
408,failure,I-C
413,noise,I-E
414,heavy,B-E
415,turn,I-C
415,failure,I-C
416,recall,I-E
416,issue,I-C
418,contamination,I-C
418,short,I-E
418,loss,I-E
418,loss,I-E
420,failure,I-C
421,issue,I-C
423,failure,B-C
423,alert,I-C
424,accident,I-E
428,engine,I-C
433,rapid,B-E
433,noise,I-E
443,failure,I-C
445,power,B-C
452,serious,B-E
452,injury,I-E
453,failure,I-C
470,failure,I-C
474,unexpected,B-C
474,stop,I-C
476,loss,B-E
477,collision,B-C
477,avoidance,I-C
477,failure,I-C
484,electric,B-C
485,loud,B-E
485,loud,B-E
501,failure,I-C
501,accident,I-E
502,failure,I-C
505,stress,I-C
505,crack,I-C
505,stress,B-E
505,crack,I-E
505,impact,I-C
505,road,B-C
509,failure,I-C
513,issue,I-C
513,resistance,I-C
514,problem,I-C
518,car,B-E
518,accident,I-E
518,hazard,I-E
521,failure,I-C
522,crash,I-E
528,short,I-E
528,life,I-E
529,failure,I-C
530,accident,I-E
532,serious,B-E
532,accident,I-E
534,recall,I-E
539,quick,B-C
539,acceleration,I-C
549,steering,I-C
552,loss,I-C
554,failure,I-C
557,design,I-C
559,accident,I-E
560,mistake,I-C
560,recall,I-E
560,mistake,I-C
563,risk,I-E
573,failure,I-C
578,failure,I-C
579,power,I-C
579,steering,I-C
579,cut,I-C
580,failure,I-C
584,heavy,B-C
584,rain,I-C
590,loss,I-C
593,attempted,I-C
593,restart,I-C
594,failure,I-C
600,loss,B-C
601,collision,I-C
606,failure,I-C
608,failure,I-C
610,failure,I-C
610,failure,I-C
610,failure,I-C
613,power,I-E
615,failure,I-C
615,failure,I-C
618,failure,I-E
618,software,I-C
618,failure,I-C
619,failure,I-C
619,failure,I-C
630,braking,I-E
632,failure,I-C
633,back,B-E
633,pain,I-E
638,brake,I-C
638,failure,I-C
638,injuries,I-E
638,failure,I-C
638,accident,I-E
640,serious,B-E
640,crash,I-E
644,complete,I-C
644,stop,I-C
647,loss,I-C
647,loss,I-C
648,loss,I-C
648,loss,I-C
655,collision,I-E
658,accident,I-E
659,failure,I-C
661,emergency,I-C
661,braking,I-C
661,system,I-C
662,flaw,I-C
671,vehicle,I-C
671,loud,B-E
671,sound,I-E
674,failure,I-C
678,steering,I-C
679,sound,I-E
679,serious,B-E
679,accident,I-E
680,loss,I-E
680,incident,I-C
686,auto,B-C
686,alarm,I-C
687,failure,I-C
693,failure,I-E
693,failure,I-C
698,failure,I-C
699,failure,I-C
699,issue,I-C
700,hurt,I-E
705,steering,I-C
705,loss,I-C
705,accident,I-E
705,loss,I-E
707,failure,I-C
708,failure,I-C
709,malfunction,I-C
709,failure,I-C
715,failure,I-E
715,failure,I-C
715,failure,I-C
720,unsafe,I-E
720,condition,I-E
720,accident,I-E
720,collision,B-E
721,sound,I-E
726,failure,I-C
727,failure,I-C
728,loss,I-E
728,steering,I-C
728,loss,I-C
737,loss,I-E
742,terrible,B-E
742,grinding,I-E
742,sound,I-E
750,failure,I-C
752,vehicle,I-C
752,loss,I-E
753,safety,B-E
753,risk,I-E
753,examination,I-C
753,failure,I-E
756,noise,I-E
759,corrosion,I-C
763,light,I-C
763,failure,I-C
768,conditions,I-C
770,issue,I-C
776,dangerous,I-E
776,driving,I-E
780,freeze,I-C
780,experience,B-E
780,loss,I-E
783,system,I-C
783,numerous,B-E
783,problems,I-E
784,significant,B-E
784,oil,B-C
786,failure,I-C
788,higher,B-C
788,speed,I-C
788,risk,I-E
789,failure,I-C
789,failure,I-C
793,crash,I-E
796,steering,I-C
799,sudden,B-E
799,braking,I-E
799,automatic,B-C
799,braking,I-C
799,system,I-C
799,loud,B-E
799,noise,I-E
799,sudden,B-C
799,braking,I-C
799,back,B-E
799,pain,I-E
799,increased,B-E
799,headache,I-E
801,error,I-C
801,message,I-C
801,loss,B-E
801,issue,I-E
801,inadequate,B-C
801,loss,I-E
801,potential,B-E
801,crash,B-E
805,power,B-C
805,steering,I-C
805,failure,I-C
805,failure,I-C
807,collision,I-C
808,oil,I-C
808,change,I-C
811,collision,I-E
817,failure,I-C
817,failure,I-C
818,delay,B-C
821,failure,I-C
822,crash,I-E
824,alarm,I-C
828,failure,I-C
836,issue,I-E
836,bad,I-C
836,battery,I-C
836,damaged,I-C
836,loss,I-E
841,failure,I-C
844,failure,I-C
845,steering,I-C
845,fault,I-C
845,message,I-C
846,problem,I-C
849,steering,I-C
855,problem,I-E
855,test,I-C
857,impact,I-C
865,steering,I-C
870,failure,I-C
871,complete,B-C
871,loss,I-C
874,loss,I-C
874,failure,I-C
875,alert,I-E
882,near,B-E
882,delay,I-C
882,several,B-E
882,close,I-E
882,calls,I-E
883,failure,I-E
885,sudden,B-E
885,acceleration,I-E
888,rapid,B-E
888,accident,I-C
895,recall,I-E
895,safety,I-C
895,issue,I-C
897,accident,I-E
899,stop,I-C
899,burning,B-E
899,smell,I-E
904,issue,I-C
906,failure,I-E
906,failure,I-C
906,vehicle,I-C
919,failure,I-E
921,sound,I-E
924,alarm,I-E
925,failure,I-C
927,noise,I-E
929,failure,I-E
931,failure,I-C
934,system,B-E
934,alert,I-E
937,faulty,B-C
937,part,I-C
938,vehicle,B-E
944,braking,I-C
949,failure,I-C
958,failure,I-C
959,steering,I-C
959,failure,I-C
965,crash,I-E
965,failure,I-C
970,heating,I-C
970,unintended,B-E
970,lane,I-E
974,recallthey,I-C
979,quick,B-C
980,vehicle,I-C
981,failure-,I-C
981,wreck,I-C
982,failure,I-C
982,failure,I-C
987,pile,I-E
990,failure,I-C
990,failure,I-C
991,diagnostics,I-C
1002,failure,I-C
1002,failure,I-C
1002,failure,I-C
1004,failure,I-C
1008,fuel,I-C
1009,loss,I-E
1009,loss,I-E
1011,failure,I-C
1013,failure,I-C
1013,failure,I-C
1014,car,I-C
1014,grinding,I-E
1014,noise,I-E
1016,sound,I-E
1019,safety,I-C
1023,safety,B-E
1023,hazard,I-E
1037,forward,B-E
1037,collision,I-E
1037,alerts,I-E
1037,unsafe,I-E
1037,driving,I-E
1037,condition,I-E
1042,failure,I-C
1045,hitting,I-C
1047,failure,I-C
1048,rear,I-E
1048,end,I-E
1048,collision,I-E
1048,semi,I-C
1051,extreme,B-E
1051,scare,I-E
1057,crack,I-C
1059,accident,I-C
1061,issue,I-C
1065,wear,I-E
1065,water,I-C
1065,premature,B-E
1065,wear,I-E
1068,failure,I-C
1069,steering,B-C
1069,assist,I-C
1069,issues,I-C
1078,collision,I-E
1079,failure,I-C
1079,failure,I-C
1082,short,I-C
1082,loss,I-E
1085,spontaneous,B-E
1087,diagnostic,I-C
1087,test,I-C
1091,severe,B-E
1091,accident,I-E
1094,collision,I-E
1098,issue,I-E
1101,brake,B-C
1103,outside,B-C
1106,serious,B-E
1106,injuries,I-E
1107,electronic,B-E
1113,serious,B-E
1123,loss,I-E
1124,abnormal,B-E
1124,scraping,I-E
1124,noise,I-E
1124,vehicle,I-C
1125,noise,I-E
1125,end,B-E
1129,complete,B-C
1129,loss,I-C
1131,power,I-C
1131,steering,I-C
1132,force,I-C
1134,force,I-C
1135,failure,I-C
1137,problem,I-C
1138,hitting,I-C
1148,grinding,I-E
1148,noise,I-E
1152,force,I-C
1156,problems,I-C
1166,failure,I-C
1170,recall,I-C
1177,deceleration,I-C
1178,abrupt,B-C
1178,braking,I-C
1178,increasing,B-E
1178,risk,B-E
1178,crash,I-E
1181,accident,I-E
1182,known,I-C
1183,sound,I-E
1183,failure,I-E
1183,power,I-C
1183,steering,I-C
1183,assist,I-C
1183,fault,I-C
1188,wheel,I-C
1190,noise,I-E
1190,engine,I-C
1200,accident,I-E
1200,sudden,B-C
1200,brake,I-C
1200,application,I-C
1211,failure,I-C
1212,harm,I-E
1212,slow,I-C
1212,right,I-C
1212,turn,I-C
1212,car,I-C
1215,possible,B-E
1215,end,I-E
1215,collision,I-E
1217,failure,I-C
1218,computer,B-C
1218,failure,I-C
1220,front,B-C
1220,radar,I-C
1220,obstruction,I-C
1225,loss,I-E
1226,issue,I-E
1228,accident,I-E
1229,sun,B-E
1237,injuries,I-E
1238,road,B-C
1239,failure,I-E
1240,sudden,B-C
1240,loss,I-C
1240,accident,I-E
1242,multiple,B-C
1243,malfunction,I-C
1244,failure,I-C
1244,injury,I-C
1244,accident,I-C
1246,alarm,I-C
1247,known,I-C
1247,issue-,I-C
1247,known,B-C
1247,issues,I-C
1247,slow,B-E
1251,cold,B-C
1251,start,I-C
1253,behavior,I-C
1254,rapid,B-E
1254,deceleration,I-E
1262,close,I-E
1263,fault,I-C
1263,loss,I-C
1264,accident,I-E
1264,emergency,I-C
1268,accident,I-E
1268,failure,I-C
1271,second,B-C
1271,failure,I-C
1273,traffic,B-E
1273,collision,I-E
1275,issue,I-C
1278,failure,I-C
1279,failure,I-C
1280,safety,B-E
1283,alert,I-E
1283,power,B-C
1283,steering,I-C
1283,assist,I-C
1285,problem,I-C
1285,issue,B-E
1285,safety,I-C
1285,concern,I-C
1287,disclaimer,B-E
1289,failure,I-C
1291,failure,I-C
1291,accident,I-E
1295,unsafe,I-C
1295,steering,I-C
1295,rock,I-C
1296,sudden,I-E
1296,right,I-E
1296,turn,I-E
1296,sudden,B-C
1296,turn,I-C
1298,problem,I-C
1302,failure,I-C
1305,failure,I-C
1305,high,B-C
1306,failure,I-C
1306,failure,I-C
1307,sound,I-E
1307,failure,I-C
1310,failure,I-C
1314,failure,I-C
1316,loud,B-E
1316,sound,I-E
1317,issue,I-C
1317,serious,B-E
1317,accident,I-E
1325,diagnostic,I-C
1335,force,I-E
1336,sudden,B-C
1336,loss,I-C
1341,investigation,I-C
1341,failure,I-C
1350,severe,B-E
1350,end,I-E
1350,collision,I-E
1350,sudden,I-C
1357,loss,I-C
1359,problem,I-E
1359,operator,B-C
1359,error,I-C
1368,failure,I-C
1369,sound,I-E
1372,failure,I-E
1373,injuries,I-E
1373,failure,I-C
1375,heat,I-C
1379,lane,I-C
1382,end,B-E
1382,collision,I-E
1384,recall,I-E
1384,loss,B-C
1388,problemtahoe,I-C
1389,injury,I-C
1390,accident,I-E
1391,failure,I-C
1393,loud,B-E
1393,sound,I-E
1396,audible,B-E
1397,accident,I-E
1398,failure,I-C
1401,failure,I-C
1401,failure,I-C
1409,failure,I-E
1411,high,B-C
1416,failure,I-C
1417,failure,I-C
1427,corrosion,I-C
1428,failure,I-C
1435,failure,I-C
1438,limited,B-C
1438,illumination,I-C
1439,haywire,I-C
1439,behavior,I-C
1442,failure,I-C
1444,emergency,I-C
1444,braking,I-C
1448,car,B-E
1448,crash,I-E
1452,problem,I-C
1454,failure,I-C
1455,failure,I-C
1455,failure,I-C
1458,problem,I-C
1462,immediate,B-E
1462,effort,I-C
1465,loss,I-C
1465,failure,I-C
1469,problem,I-C
1473,inspection,I-C
1477,loud,B-E
1477,problem,I-C
1478,screen,B-C
1478,failures,I-C
1484,unsafe,B-C
1486,alarm,I-E
1490,hard,I-C
1490,pull,I-C
1490,collision,I-E
1494,injuries,I-C
1498,safety,B-C
1504,issue,I-C
1509,noise,I-E
1510,force,I-C
1511,issue,I-C
1513,failure,I-E
1516,lack,I-C
1521,damage,I-E
1522,crash,I-E
1524,failure,I-E
1525,power,I-C
1525,steering,I-C
1526,effort,I-E
1527,problem,I-E
1528,failures,I-C
1529,optical,B-C
1529,rock,I-C
1537,electrical,I-C
1537,problem,I-C
1541,failure,I-C
1544,failure,I-C
1545,failure,I-C
1547,slow,B-C
1547,response,I-C
1547,accident,I-E
1547,problem,I-C
1548,malfunction,I-C
1548,crash,I-E
1550,crash,I-E
1550,issue,I-C
1554,black,B-E
1558,failure,I-C
1558,failure,I-C
1559,loss,I-C
1560,factory,B-C
1560,reset,I-C
1563,accident,I-E
1564,loss,B-E
1564,poor,B-C
1564,electrical,I-C
1564,connection,I-C
1564,dangerous,I-E
1564,driving,I-E
1565,failure,I-C
1570,grinding,I-E
1570,noise,I-E
1576,failure,I-C
1577,crash,I-E
1577,freeze,I-C
1577,freeze,I-C
1577,collision,I-E
1579,issue,I-C
1583,accident,I-C
1583,quick,B-C
1583,driver,I-C
1585,failure,I-C
1587,failure,I-C
1589,failure,I-C
1590,system,I-C
1591,failure,I-C
1592,failure,I-C
1599,sudden,B-C
1599,braking,I-C
1601,force,I-C
1602,safety,I-C
1602,issue,I-C
1610,oncoming,B-C
1612,loss,I-C
1612,vehicle,B-E
1612,crash,I-E
1614,repeated,B-C
1614,violations,I-C
1615,hard,B-E
1616,failure,I-C
1617,power,B-C
1617,steering,I-C
1617,hard,I-C
1617,steering,I-C
1619,car,I-C
1620,loss,I-E
1620,failure,I-C
1628,issues,I-E
1630,loss,I-E
1631,sound,I-E
1631,failure,I-C
1632,forward,B-C
1632,collision,I-C
1635,poor,B-C
1635,visibility,I-C
1635,rain,I-C
1640,failure,I-E
1641,severe,B-E
1641,damage,I-E
1641,collision,I-C
1645,fuel,I-C
1647,alarm,I-E
1648,failure,I-C
1653,failure,I-C
1654,issue,I-C
1655,loss,I-C
1655,crash,B-E
1655,accident,I-E
1656,vehicle,I-E
1659,rear,B-E
1659,collision,I-E
1664,failure,I-C
1665,dangerous,I-E
1667,failure,I-C
1671,problems,I-E
1672,problem,I-C
1675,accident,I-E
1680,diagnostic,I-C
1681,extreme,B-C
1681,accident,I-E
1681,low,I-C
1685,crashes,I-C
1687,sudden,I-C
1687,braking,I-C
1692,wear,I-C
1692,condition,I-C
1692,drop,I-E
1692,loss,I-E
1692,work,I-C
1692,leaking,I-C
1695,loss,I-C
1696,safety,B-E
1696,software,I-C
1701,serious,B-E
1701,crash,I-E
1702,crash,I-E
1704,steering,I-C
1706,failure,I-C
1708,sudden,I-C
1708,loss,I-E
1709,accident,I-E
1709,risk,I-E
1709,crash,I-E
1710,problem,I-C
1713,issue,I-E
1716,terrible,B-E
1717,impact,I-C
1717,damage,I-E
1720,wear,I-C
1720,condition,I-C
1720,loss,I-E
1725,emergency,B-C
1728,force,I-C
1730,failure,I-E
1735,loss,I-E
1739,major,B-E
1740,sound,I-C
1741,intermittent,I-C
1741,loss,I-E
1750,abrupt,B-C
1750,loss,I-C
1750,problem,I-C
1753,potential,B-E
1754,force,I-C
1756,loss,I-E
1756,eps,B-C
1756,recall,I-C
1764,sudden,B-E
1764,loss,I-E
1765,loss,I-E
1765,loss,I-E
1767,electronic,B-C
1767,power,B-C
1767,steering,I-C
1773,lack,I-C
1774,immediate,B-C
1774,loss,I-C
1781,loud,B-E
1781,braking,I-C
1782,wind,I-C
1783,weather,I-C
1783,crash,I-E
1784,vehicle,I-C
1786,accident,I-E
1788,ice,I-C
1789,loss,I-E
1791,safety,B-E
1797,loss,I-E
1798,hard,B-E
1798,issues,I-C
1799,grinding,I-E
1799,noise,I-E
1818,shake,I-E
1819,noise,I-E
1819,crash,I-E
1826,incident,I-C
1831,accident,I-C
1831,incident,I-C
1831,problem,I-E
1831,quality,I-C
1834,service,I-C
1835,loss,I-C
1836,sudden,B-E
1836,unexpected,I-C
1836,stopping,I-E
1837,recall,I-E
1846,power,B-C
1846,steering,I-C
1846,malfunctioning,I-C
1851,recall,I-E
1851,failure,I-C
1853,collision,B-E
1858,crash,I-E
1866,flat,I-C
1866,component,I-C
1866,failure,I-C
1873,potential,B-C
1873,danger,I-C
1873,dangerous,I-E
1873,problem,I-E
1875,problem,I-E
1879,diagnostic,I-C
1882,loss,I-E
1883,dangerous,I-E
1886,traffic,B-C
1886,congestion,I-C
1887,sudden,I-C
1887,loss,I-E
1887,recall,I-E
1889,failure,I-E
1893,loss,I-C
1896,power,B-C
1896,steering,I-C
1896,assist,I-C
1896,fault,I-C
1898,failure,I-E
1898,faulty,I-C
1898,electrical,I-C
1898,connection,I-C
1899,forward,B-E
1901,failure,I-E
1901,faulty,I-C
1901,electrical,I-C
1901,connection,I-C
1904,first,B-C
1904,occurrence,I-C
1909,failure,I-C
1910,leak,I-C
1910,total,B-E
1910,loss,I-E
1915,crash,I-E
1916,safety,I-C
1916,issue,I-C
1916,serious,B-E
1916,accident,I-E
1920,rapid,B-E
1920,collision,I-E
1920,near,B-E
